          45          10
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
 -4.700286160463724E-016  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  2.197108335414279E-016 -2.278344236724842E-016
  0.000000000000000E+000  0.000000000000000E+000 -6.937540117589673E-017
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
 -1.404018868136964E-016  1.656030896025099E-016  0.000000000000000E+000
  0.000000000000000E+000  6.973245281361883E-017  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.381999428633028       0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  3.677887454499260E-002  0.000000000000000E+000
 -1.434535774775097E-017  2.339845682447496E-017  0.000000000000000E+000
  0.000000000000000E+000 -4.879273359911959E-018 -1.276437979545948E-016
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
 -1.696388647730282E-015  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  7.760498414092890E-016 -8.144649306980726E-016
  0.000000000000000E+000  0.000000000000000E+000 -2.512754416507440E-016
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
 -4.942853489929536E-016  5.900490730913801E-016  0.000000000000000E+000
  0.000000000000000E+000  2.517364653615042E-016  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  3.677887454499258E-002  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.381999428633028       0.000000000000000E+000
 -4.970042840149054E-017  8.204476370177326E-017  0.000000000000000E+000
  0.000000000000000E+000 -1.733445906382538E-017 -4.450988783209862E-016
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  -44.2558002874102       0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  -90.7004336579276        32.3150119775046     
  0.000000000000000E+000  0.000000000000000E+000  -8.90779342821028     
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   32.3150124704113       -13.0956453603225       0.000000000000000E+000
  0.000000000000000E+000   4.99198260303925       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
 -9.145437749905275E-016  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000 -9.156383444929044E-016  0.000000000000000E+000
  -8.90779319144682        4.99198239421193       0.000000000000000E+000
  0.000000000000000E+000  0.942368216823223       -44.2557984765403     
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
 -8.869524358660986E-015  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000 -1.980798138796823E-014  7.680673979018525E-015
  0.000000000000000E+000  0.000000000000000E+000 -2.264274210799890E-015
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  6.767815138803676E-015 -2.984937343299287E-015  0.000000000000000E+000
  0.000000000000000E+000  1.216872985969433E-015  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  -2.48713737903480       0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000 -9.085790771654985E-002  0.000000000000000E+000
 -1.322092411412045E-015  8.063598323300238E-016  0.000000000000000E+000
  0.000000000000000E+000  1.627947309455679E-016 -1.099206323570382E-014
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
 -1.924719162691527E-014  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000 -4.299671648300989E-014  1.667830821214362E-014
  0.000000000000000E+000  0.000000000000000E+000 -4.918597776543984E-015
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.468868476226915E-014 -6.480779336566002E-015  0.000000000000000E+000
  0.000000000000000E+000  2.642998337697805E-015  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
 -9.085790771654953E-002  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  -2.48713737903480       0.000000000000000E+000
 -2.864253411096939E-015  1.747576132348658E-015  0.000000000000000E+000
  0.000000000000000E+000  3.529451251672292E-016 -2.387257496603889E-014
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  -1.08534520309449       0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.605904468266557      -0.792505029339447     
  0.000000000000000E+000  0.000000000000000E+000  0.570653123249188     
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
 -0.792505196154919        1.17903747782759       0.000000000000000E+000
  0.000000000000000E+000  -1.17402710418939       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
 -9.581049593066583E-017  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000 -9.668635738463161E-017  0.000000000000000E+000
  0.570653217957326       -1.17402705191360       0.000000000000000E+000
  0.000000000000000E+000 -0.578935318487312       -1.08534543665259     
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  -6.65562751969530       0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  -89.7982108495815        4.85985271260009     
  0.000000000000000E+000  0.000000000000000E+000  -17.5181911228461     
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   4.85985309690460      -0.299161832726914       0.000000000000000E+000
  0.000000000000000E+000   1.49125763312228       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
 -1.999646079721548E-018  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000 -2.015526208792702E-018  0.000000000000000E+000
  -17.5181911565257        1.49125751806453       0.000000000000000E+000
  0.000000000000000E+000   3.68129455378495       -6.65562693306794     
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
